,keywords,id,year,_realpage,_sentiment,_description,_place,_title,_publisher,_date
396,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0161,170,161,neutral,"
15 ? ' 
Die lange Weiße Gestalt. 
J^ur Ausführung einer solchen „weißen Riesin"" dienen zwei weiße lange 
Pndermäntel: ein Rechen, ein kurzer Stock, der quer über die Zähne 
des Rechens befestigt wird, darauf ein Haubenkopf oder auch ein 
Topf, der an beiden Henkeln an den Rechen festgebunden wird und einen 
großen weißen Hut bekommt; um den unteren Rand wird der eine 
Pudermantel festgebunden. Diesen Rechen nimmt die in den zweiten 
Pudermantel Gehüllte so in die Hand, daß der obere Mantel zum Teil 
noch soweit über sie füllt, daß er ihren Kopf und ihre Hände, welche 
den Rechen halten, verhüllt. 
Man kann die weiße Gestalt auch im Freien erscheinen lassen, im 
Halbdunkel, wo sie von noch besserer Wirkung ist als im Zimmer; sie 
kann auch einige Bewegungen ausführen, namentlich sich verbe[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
397,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0032,40,32,neutral,"
22 
Das Kreisspiel auf öem Tisch. 
4|ftt Kreide wird auf der Mitte des Tisches ein großer Kreis gezogen, 
darin ein kleinerer und vor jeder der Spielenden ein noch kleinerer. Die, 
welche befiehlt, spricht rasch hintereinander: „Alle in einen Kreis,"" 
„in Emmas Kreis,"" „in den großen Kreis,"" „in den mittelsten"", indem 
sie mit der größten Geschwindigkeit ihren Zeigefinger in den bezeichneten 
Kreis setzt. Alle machen es nach, und wer sich irrt, bekommt einen 
Nasenstüber von der Befehlenden. 
don jedem der Mädchen wird eine Blume gewählt und eine Freundin 
nach freier Wahl gefragt, womit sie die Blume binden, eine zweite 
welchen Platz sie ihr anweisen und eine dritte, welche Inschrift sie dem 
ihr zugewiesenen Platz geben soll? 
Liana beginnt: „Ich wähle die Tulpe, die Lieblingsblume Pla[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
398,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0198,200,198,neutral,"
— 190 
das mit dem Buchstaben beginnt, der eben an der Reihe ist, ztürst 
demnach beim Beginne mit A. Sie spricht: 
„Komm, liebe Klara, sei aufgeräumt, verbanne deines Herzens 
Kummer,"" wonach die also Aufgeforderte, diesmal Klara, trällert, tanzt, 
jodelt oder sonstige Beweise ihrer Aufgeräumtheit gibt. 
Mit B. „Zeige Dich beglückt durch eine Überraschung, liebe Elisa."" 
Die Aufgerusene kann sich pantomimisch beglückt äußern durch einen 
Brief, den sie liest, durch ein Geschenk, das sie erhalten oder was sonst. 
Wäre der Buchstabe 17 an der Reihe, so könnte es heißen: „Zeige 
Dich unglücklich wegen einer zerbrochenen kostbaren Schale oder eines 
anderen Ungeschickes."" 
Nachdem die Rolle gespielt ist, setzt sich eines nach dem anderen der 
Mädchen neben Regina und ist nun die Zuschauerin [...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
399,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0177,180,177,neutral,"
Was entsteht daraus? 
^in weißes Blatt Papier und eine Schere werden der im freien Aus 
schneiden Ungeübtesten gegeben, denn hierbei ist der Anfang immer die 
leichteste Aufgabe; nachdem sie begonnen hat, etwas auszuschneiden, wo 
bei sie vielleicht noch gar nichts bestimmtes denkt, und das erst nach und 
nach Form gewinnen kann, reicht sie es weiter. Jedes der Mädchen 
versucht das Begonnene weiter zu gestalten, sei es eine Landschaft, ein 
Tier oder eine menschliche Gestalt. 
Wie sich von selbst versteht, wird ein solches Spiel nur von Kundigen 
in dieser Geschicklichkeit vorgenommen; es können mehrere Blätter und 
Scheren zugleich die Runde machen. 
Das Papier kann aber auch in der Mitte gefaltet sein, so daß ein 
Doppelschnitt gemacht wird und Gegenstände mit zwei gleichen Hälften 
da[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
400,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0209,210,209,neutral,"
201 — 
sie die Töpfe gebracht habe, nennt ihr diese einen Ort, den sie ihr gar 
nicht bezeichnet. Nachdem sie die „Katze"" ausgescholten oder sonst noch 
bestraft hat, muß diese die Töpfe wieder zurückholen. Sie bringt einen; 
aber auf halbem Wege läßt sie ihn fallen und er zerbricht. Sie macht 
viele Entschuldigungen, bekommt Strafe mit dem Plumpsack und muß die 
anderen Töpfe auch noch holen. 
Das Dromedar. 
^lise, diesmal die größte der Spielerinnen, steht voran und bildet den 
Kopf des Dromedars. Die kleineren treten hinter sie und legen ihre 
Arme auf die Schultern der voranstehenden. Die letzte nimmt einen 
Staubwedel in die Hand und hält diesen, als „Schwanz"" des Dromedars, 
ihn hin- und herbewegend, am Rücken hinunter. Auf die Achseln der 
in der Mitte stehenden werden zwei mit Con[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
401,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0065,70,65,neutral,"
55 
zusammen sieben Angen bildet. An sechs ist also ein Stein zu legen, 
der auf einer Hälfte nur ein Auge hat und zwar mit dieser Seite; an 
5 wird eine Zwei ( 5 / 2 ), an 4 eine Drei ( 4 / 3 ) gelegt. Es gibt aber vier 
Atonts (Matadors), welche überall in jedem Falle angelegt werden können. 
Diese sind: %, V 6 , 2 / r ,, 3 / 4 (die Zahl 7 durch sich selbst gebend.) An 
eine Steinhälfte ohne Augen (also 0) kann und darf nur ein Matador 
(Atout) gelegt werden. Beim Anlegen des Atont steht es ganz im Belieben 
der Spielerin, welche Seite des Steines sie der Gegnerin zum Wiederansetzen 
preisgeben will. Jede Spielerin kann, auch wenn sie nicht in Verlegenheit 
ist, so viele Steine kaufen, wie ihr beliebt; ist sie nicht fähig anzusetzen, muß 
sie es, bis sie einen passenden Stein findet ode[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
402,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0120,120,120,neutral,"
114 
Wierzu dient ein gewöhnlicher Ball. Bevor das Werfen beginnt, wird 
n die Erde eine Grube gemacht, in welche jedes der Mädchen eine bunte 
Lohne legt. Sechs Schritte von dieser Grube entfernt, werden auf allen 
Zeiten die Grenzen der Spielenden bezeichnet, welche sich in zwei gleiche 
Parteien scheiden, von denen jede an eine dieser Grenzen tritt. Der erste 
ivirft in einem Bogen den Ball der Gegnerin zu. Diese muß ihn fangen 
and der zweiten gegenüber zuwerfen. So geht es bis zur letzten und 
diese wirft ihn wieder der ersten zu. Wer den Ball nicht fängt, legt 
eine Bohne in das Loch, giebt den Ball seiner Nachbarin, die zunächst 
am Werfen ist und tritt aus. Wer von den beiden letzten den Ball nicht 
fängt, bekommt, bei sechs oder acht Spielerinnen den sechsten oder achten 
Theil d[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
403,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0157,160,157,neutral,"
149 
Zeichnen und Jusammenfehen. 
Eangliche Papierblätter und Bleistifte werden an die Spielenden ver 
teilt, und jedes hat zuerst einen Kopf darauf zu zeichnen und dann das 
Papier so weit umzubiegen, daß noch ein Stückchen vom Hals zu sehen 
ist. Nachdem werden die Blätter vertauscht und eine andere zeichnet den 
Leib weiter bis zum Anfang der Beine, biegt abermals das Papier um, 
daß die dritte, welche die Zeichnung durch Tausch bekommt, noch wahr 
nehmen kann, wo die Beine fortzusetzen sind und diese samt den Füßen 
hinzufügt. 
Dadurch entstehen gleichzeitig eine ganze 
Reihe komischer Bilder, die man auch in 
drei Teile zerschneiden und nach Belieben 
zusammensetzen kann: Von der einen Figur 
den Kopf, von der anderen den Leib und 
wieder von einer anderen die Füße, wie 
es zur Darst[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
404,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0012,20,12,neutral,"
- 2 - 
i 
eine passende Antwort mit dem betreffenden Anfangslant zu geben. 
Lange nachgedacht darf nicht werden. Es geht rasch weiter, und wer 
nichts weiß, muß sich hinter den Stuhl stellen, bis eine andere die Be 
strafte ablöst. Die Fragende beginnt: 
,Ein Bauwerk?"" 
„Ein Kunststück?"" 
„Ein Gemälde?"" 
Antwort: „Amphitheater."" 
„ „Bänder ans dem Munde ziehen."" 
„ „Columbus auf dem Schiff, die 
Meuterer zu seinen Füßen."" 
D: „Ein Gewerbe?"" „ „Drechslerei."" 
So geht es Weiler von der ersten zur zweiten, zur dritten stockt es und 
ist erst die vierte oder fünfte mit einer Antwort zur Hand, so müssen sich 
alle drei oder vier vorher befragten hinter ihre Stühle stellen, bis sie 
von anderen Nichtwissenden abgelöst werden. 
Das Antworten erheischt kein Nachdenken, aber etwas wissen muß 
man [...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
405,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0100,100,100,neutral,"
94 
Dev Vogler. 
Ulie kleine Gesellschaft, mit Ausnahme des Käufers, versammelt sich um 
den „Vogler"" und dieser giebt jeder einen Vogelnamen. 
Der Käufer meldet sich und darf dreimal fragen; er beginnt: 
Von allen Vögeln auf der Welt 
Der Pfau am besten mir gefällt. 
Der Vogler antwortet: 
O lassen Sie das Fragen sein, 
Der Pfau, der flog nicht bei mir ein. 
Käufer: So kann es auch ein Dompfaff sein, 
Ich hör' den Vogel gerne schrein. 
Vogler: Der Dompfaff flog vor Jahren aus 
Und ist nicht mehr im Vogelhaus. 
Käufer: So geben Sie die Nachtigall, 
Ich liebe ihren süßen Schall. 
Vogler: Die Nachtigall ist allzeit hier, 
Doch geben Sie zehn Batzen mir. 
Ist auch keine Nachtigall vorhanden, so sagt der Vogler: 
Sie finden hier nichts nach Begehr, 
So fragen Sie nun auch nicht mehr. 
Während[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
406,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0045,50,45,neutral,"
. - 
So geht es weiter. Es darf der Farbe immer nur ein Hauptwort 
beigefügt werden, was damit zusammen sowohl in der Alltagssprache wie 
in der Schriftsprache üblich ist. 
Die rätselvolle Speisekarte. 
^^eiße Blätter und Schreibstifte sind verteilt und der darauf zu 
schreibende Inhalt soll in Form einer Rataufgabe gegeben sein, deren 
Auflösung irgend eine Speise oder ein Getränk ist. 
Regina, welche die Rätsel, denen die Auflösungen beigefügt sind, 
einsammelt, hat die Aufgabe aus den sich ergebenden Worten eine Speise 
karte zusammen zu stellen und in der richtigen Folgenreihe eines Mittags 
tisches mit mehreren Gängen die Rätsel aufzugeben. 
Emmy,die gute 
'w-ll 
Zeichnerin, hatte 
es versucht, eine 
Speisekarte in 
Bilderrätselform 
für ein Kinderfest 
zu geben, die hier 
mitgeteilt[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
407,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0229,230,229,neutral,"
T. E. Dem Himmel sei. Dank. Vermögen Sie aufzutreten, zu 
schreiten? (Sie unterstützt ihn. Kulike erhebt stch und geht erst langsam, dann immer 
schneller im Zimmer umher. Tante Emilie sieht wieder zum Fenster hinaus und ruft:^ 
Liliputchen! Liliputchen! (Beugt sich heraus.) Ich habe es. (Hat den Vogel in 
der Hand. 
Sechster Auftritt. 
(Rosa und Ernestine kommen mit einer großen Medizinflasche und Hans mit einem 
Kübel voll Eis und stehen erstaunt-und verblüfft, als sie den Kranken, so rüstig umher 
schreit, n und Tante Emilie mit dem Vogel in der Hand sehen. Es klopft. Ein Diener 
kommt, er giebt an Tante Emilie einen Brief und spricht:) Der Herr Doktor läßt 
sich empfehlen und sagen, daß er heute nicht mehr wieder kommen könnte, 
er müsse zu einem gefährlichen Kranken auf das Land. Er [...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
408,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0116,120,116,neutral,"
110 
eilt mit ihm nach E, das eben so schnell mit ihm nach E zu gelangen 
sucht, und von hier kommt er wieder durch E zu Gr. 
In dieser Weise wird das Spiel fortgesetzt, bis der Reifen 5 oder 
6 mal die Runde gemacht hat. Ganz unerlaubt und höchst nngraziös 
ist es, den Reifen mit der Hand anzufassen oder ihn beim Austreiben 
Umfallen zu lassen. Je mehr Spielende sich von Station zu Station 
folgen, um so interessanter ist das Spiel. 
Keifenwerfen. 
Wiese Unterhaltung wird am besten bei windstillem Wetter im Freien 
vorgenommen, wo die Reifen recht hoch fliegen können, ohne durch zu 
starken Luftzug aus der ihnen gegebenen Richtung getrieben zu werden, 
doch dürfen keine Bäume in der Nähe sein, da die leichten Ringe, wenn 
sie in den Kronen und Wipfeln eines hochgewachsenen Baumes hängen [...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
409,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900",PPN745158323_PHYS_0053,60,53,,Keine OCR-Ergebnisse vorhaben.,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
410,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,negative (Sentiment)",PPN745158323_PHYS_0141,150,141,negative,"
135 
Warum machst 5u mir denn alles nach? 
Eme Uueingewechte wird dadurch zur Belustigung der Zuschauer gefoppt, 
daß eine Zweite ihr alles aenau nachmacht. sowohl nachsvricht wie in 
ihren Geberden nachahmt, bis diese darauf kommt, zu fragen: „Warum 
machst dn mir denn alles nach?"" Damit ist der Bann gelöst. 
Die Nachahmung muß möglichst genau und spaßhaft sein, darf aber 
nicht übertrieben werden. Komisch ist mitunter, wenn eine Wissende sich 
unwissend stellt und die sonderbarsten Dinge zum Nachsprechen und Nach 
ahmen vornimmt, so daß nicht diese, sondern die andere die Gefoppte ist. 
\ Der Becher ist voll. 
An ein kleines Glas, in das angeblich etwas Zucker gethan ist, soll jede 
aus einer danebenstehenden, mit Wasser gefüllten Flasche etwas einfüllen. 
Die Flasche und das Glas werde[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
411,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900",PPN745158323_PHYS_0004,10,4,,Keine OCR-Ergebnisse vorhaben.,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
412,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,negative (Sentiment)",PPN745158323_PHYS_0268,270,268,negative,"
263 
Der Kochtopf: Das ist wahrhaftig zum Überlaufen, 
Daß bitten man soll, wo man muß kaufen. 
(Der Kochtops geht trotzig ab.) 
Der Milchtopf: Erst muß ich die Milch ein wenig wässern, 
Das wird sie grade nicht verbessern. 
Doch kommen Mehl dazu und Eier, 
Da merkt man's nicht, hol mich der Geier! 
(Wackelt langsam ab. Die „kleinen Töpfe"" kommen und sehen sich nach allen Selten 
um. Der größte von ihnen spricht:) 
Nun warten wir schon eine Stunde lang. 
Uns wird um unseren Alten bang; 
Wo mag er nur bleiben. 
Die Milch vertreiben? 
- Kommt, laßt ihn uns suchen, 
Zum Frühstückskuchen 
Gehört die Milch, er muß sie bringen 
Von dort, wo die Gehörnten singen. 
(Man hört die Kühe brüllen, die „kleinen Töpfe"" laufen nach dem Kuhstall und der 
„Blumentopf"" kommt hereingehnpft.) 
Der Blumentopf:[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
413,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0090,90,90,neutral,"
80 
Dev Mückentanz. 
Spin Theil der Spielenden, etwa vier oder acht Mädchen, treten in die 
Mitte des Kreises, singen, ahmen das Geigen nach und drehen sich bei 
„Dideldum"" um sich selbst herum, dabei „walzen"" die silbrigen, das Lied 
summend, in die Runde. 
Gemütlich. Volksweise. 
Di - del-dum! 
^i- 
. — 
del - dum! summ summ sunini! Das ist zl>m Ent- 
fr±pi:::p=fr=p: 
$ 
zü - cken! wie tan-zen die Mü-cken, die schuel-len Ge - sel-wn so lei - se im 
=Ög=j 
m ±- m 
l*=£f 
-V fr 
MM 
P 
Krei-se, so woh-lig, so mun-ter hin - auf und her - uu - ter! Di-del-dum! 
-«— 0 —»—i— m — m— t—•— 0 — 0 —•—»HP W ß —1 
3ÖEEÖE5=iEE§3=|E§;=EÖ=Eh=B 
j—V- 
Di - del-dum! Di-del, di-del, di-del, di-del, di-del-dum! summsummsumm! 
' .—' - { % -1 r - • , | 
£ 
& 
& 
summ summ summ! Im - mer her - um her - um! Di[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
414,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0213,220,213,neutral,"
205 
sind. Zuerst kommt z. B. ein „Herr"", der mit dem Hute grüßt; dann 
eine „Dame"", die sich fächelt; ein „Soldat"", der sein Gewehr schultert 
oder mit dem Finger an der Mütze grüßt. Die Bewegungen müssen 
immer so eingerichtet sein, daß die Stehenden sie, ohne von ihren Plätzen 
zu gehen, gut nachmachen können. Marschieren, Laufen, Hinken sind 
somit ausgeschlossen. 
Die Zauberlaterne. 
Wiese Laterne besteht in einer Schachtel oder Büchse von Weißblech, 
welche aus der einen Seite eine große Linse von sehr dickem Glase hat. 
In einen hinter diesem Guckglas angebrachten Rahmen schiebt man 
lange, mit bunten Figuren bemalte Gläser, die auf einer weißen 
Wand im verdunkelten Raume bedeutend vergrößert erscheinen. Die 
Figuren, die auf den Gläsern verkehrt stehen, zeigen sich an der Wand 
a[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
415,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0028,30,28,neutral,"
18 
Einmal wird die Melodie von der besten Sängerin vorgesungen 
oder aus dem Klavier vorgespielt, ehe der Chorgesang beginnt, damit 
dieser richtig, rein und harmonisch ausgeführt werden kann. 
Hiev hast öu meinen Novb. 
An Kreise mit den Anderen sitzend, sagt Adele zu Luisen: „Hier hast Du 
meinen Korb."" Diese fragt: „Was ist darin?"" Adele sagt: ,,Rosen,"" 
oder was sie sonst will. 
Die zweite Frage lautet nun: ,,Was soll damit geschehen?"" und 
die Antwort besagt, wer den Inhalt bekommen soll, worauf in der Er 
widerung etwas dagegen eingewendet wird und eine andere Bestimmung 
über das Erhaltene erfolgt. 
Adele hatte also gesagt: „Hier hast Du meinen Korb"" und Luise 
gefragt: „was ist darin?"" 
Adele: „Schlangen sind darin, mit Blumen bedeckt."" 
Luise: „Was soll ich damit machen?"" 
Adele[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
416,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0182,190,182,neutral,"
174 
Zwei Mnge aus einem machen. 
.an schneidet von einem Papierbogen einen fingerbreiten Streifen, 
schlägt denselben einmal um und klebt ihn dann zusammen. Es kann 
auch Band sein, welches, statt geklebt, 
dann zusammengenäht wird. Nun läßt 
man es der Länge nach von einer 
anderen durchschneiden, der man vor 
hergesagt, sie werde statt eines Ringes 
Zwei ineinanderhängende bekommen. 
Je länger das Band oder der Papier 
streifen, um so unwahrnehmbarer kann das Umschlagen, wodurch die 
Verdoppelung der Ringe bewerkstelligt wird, geschehen. 
Dreimal gekeilt- 
don 21 Karten läßt man eine ziehen, ansehen und wieder einstecken, 
legt dann die Karten in drei Häufchen und fordert die, welche gezogen 
hat, auf, nachzusehen, in welchem Häufchen sich die betreffende Karte 
befindet, während man i[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
417,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0244,250,244,neutral,"
239 
Gehört Dir all mein Eigentum 
Zu Deinem allerhöchsten Ruhm. 
Krikulla: Verbinde mir dir Augen und stell' mich vor das Säckchen hin. 
Denn treff ich's, groß ist mein Gewinn. 
(Frau F. Verbindet Krikulla die Augen; hängt ein gefülltes Säckchen an den Haken, 
stellt sie diesem gegenüber giebt ihr ein Stöckchen in die Hand und spricht:) 
Sechs Schritte darfst Du wagen 
Und dreimal darfst Du schlagen. 
Wenn Du nicht triffst, muß ich Dich jagen, 
Du darfst Dich darum nicht beklagen. 
Krikulla thut die sechs Schritte, aber Frau F. hat das Säckchen höher hinanfgezogen 
und Krikulla schlägt dreimal in die Lust. 
Frau F: Ha ha ha! wie ungeschickt. 
Keinmal ist es Dir geglückt. 
Mach Dich fort 
Von diesem Ort. 
(Krikulla wirft die Binde von den Augen und ruft:) 
Du hast das Säckchen mir verhext[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
418,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900",PPN745158323_PHYS_0194,200,194,,Keine OCR-Ergebnisse vorhaben.,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
419,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0252,260,252,neutral,"
247 
Chorgesang der Lustgeister. 
Gemäßigt. 
-*' 
-Kh 
I- 
-T 5 »- 
-J , w U. 1 • — • i , 
<■ . 
• • . . I • - . . I 
brin-gen dir aus 
|- 
uns'-rem Luft - re - vier vou ho - Heu Wol-ken- 
F— i—F—T i— -J -—m • —i—TF 
: ^Z=±Ig 
rs 
— 1 -aJ- 
thro - nett hier hei - mat - lich zu woh - nett. 
-)i=F- 
=3=1==ir=*= 
-e 0 >—& 
Erde mit Gefolge. 
(Tie Kinder, welche die Erdgeister vorstellen, tragen weiße, mit Blumen gestickte Kleider; 
sie haben Kränze in den Haaren und Körbchen mit Früchten: Beeren je nach der Jahres 
zeit in den Händen. Die Anführerin, welche vou dem Gefolge int Halbkreise umgeben ist, 
trägt ein Füllhorn und eine Blumenkrone und spricht;) 
O suchet nur vor allem Wohl zu kennen 
Der Erde wundervolles Reich, 
Die Euch ernähret, lernt sie Mutter nennen. 
Wie eine Mutter liebt si[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
420,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0069,70,69,neutral,"
— 59 
>UJan hat zwei Arten dieses Spieles: die französische und die Polnische 
Art. Zur ersteren gehört ein Dambrett mit 64 Feldern und 24 Steinen, 
zwölf schwarze und zwölf weiße. Die Steine dürfen immer ein Feld 
vorrücken, jedoch ist es erlaubt, damit rückwärts wie vorwärts zu schlagen. 
Alles übrige stimmt mit der polnischen Spielweise überein. Diese wird 
von zwei Personen auf einem Brett mit hundert Feldern, ebenso vielen 
weißen und schwarzen gespielt. Jede hat zwanzig von einer Farbe und 
das Brett muß so zwischen beiden stehen, daß jede den Anfang der großen 
Linie, diejenige nämlich, welche das Feld durch eine Schrägteilnng von zehn 
weißen Feldern gebildet, in zwei gleiche Hälften scheidet, rechts hat. 
Bei der ersten Partie lost man, wer zu beginnen hat, weiterhin 
wechselt ma[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
421,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0086,90,86,neutral,"
solcher zeigt eine in Abteilungen 
sich wiederholende gleichmäßige An 
ordnung der Felder. Von besonde 
rer Schönheit ist der Rösselsprung, 
1. Die Felder jeder senkrechten 
und jeder wagerechten Reihe geben 
als Summe 260. 
in welchem die Summierung der 
Zahlen aller Felder, welche in 
gerader Richtung liegen, stets die 
Zahl 260 ergiebt. 
2. Derselbe Rösselsprung als 
Figurenbild dargestellt. 
2 11 58 51 30 39 54 15 260 
59 5O 3 12 53 14 31 38 260 
10 1 52 57 40 29 16 55 260 
49 60 9 4 13 56 37 32 260 
64 5 24 45 36 41 28 17 . 260 
23 48 61 8 25 20 33 42 260 
6 63 46 21 44 35 18 27 260 
47 22 7 62 19 26 43 34 260 
260 260 260 260 260 26O 260 260 
Wer selber versuchen will, Rösselsprünge zu entwerfen, ziehe den 
Springer seiner Gangart gemäß von seinem Standfelde immer auf ein 
solches F[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
422,"PPN745158323,Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet (Verlag),1900,neutral (Sentiment)",PPN745158323_PHYS_0205,210,205,neutral,"
— 197 — 
Stumme Musik. 
IPebeS der Mädchen bekommt ein Instrument zuerteilt, das es scheinbar 
zu spielen hat, indem es die Geberden der Musiker eines Orchesters nach 
ahmt. Die Plätze sind so verteilt, wie es dabei üblich. Die eine spielt 
die Harfe und sitzt in der Mitte; die zweite spielt die Guitarre, die dritte 
schlägt die Zither, die vierte spielt Klavier auf ihren Knieen, eine andere 
streicht die Violine auf ihrem ausgestreckten linken Arm, mit der rechten 
Hand den Bogen führend, und alle in zutreffender, nicht zu verkennender 
Art, aber sie sind dabei ,,stumm"", ohne sich im Spiel und Rhythmus 
unterbrechen zu lassen, nur der Kapellmeisteriu des weiblichen Orchesters, 
die vor demselben steht, ist es erlaubt, irgend eine bekannte Melodie zu 
trällern, oder irgend ein Lied zu sin[...]",Berlin [u.a.],Großes illustriertes Spielbuch für Mädchen,Herlet,1900
